ENTREZID	SYMBOL
10370	CITED2
84920	ALG10
7462	LAT2
79929	MAP6D1
1326	MAP3K8
54916	TMEM260
7067	THRA
81572	PDRG1
22838	RNF44
84079	ANKRD27
255919	CNEP1R1
126006	PCP2
23607	CD2AP
10949	HNRNPA0
7743	ZNF189
5000	ORC4
7083	TK1
81930	KIF18A
23250	ATP11A
25853	DCAF12
8969	H2AC11
91010	FMNL3
80336	PABPC1L
100847035	MIR548AR
80150	ASRGL1
219743	TYSND1
63908	NAPB
80714	PBX4
54762	GRAMD1C
6575	SLC20A2
5310	PKD1
51361	HOOK1
801	CALM1
28992	MACROD1
23091	ZC3H13
25909	AHCTF1
30061	SLC40A1
6622	SNCA
84324	SARNP
149371	EXOC8
146177	VWA3A
27000	DNAJC2
129831	RBM45
9777	TM9SF4
26815	SNORD36A
90634	N4BP2L1
79725	THAP9
340152	ZC3H12D
1468	SLC25A10
114659	LRRC37B
51411	BIN2
7314	UBB
6556	SLC11A1
22841	RAB11FIP2
60488	MRPS35
5912	RAP2B
3590	IL11RA
2313	FLI1
55140	ELP3
56729	RETN
81	ACTN4
56913	C1GALT1
93210	PGAP3
414241	SHLD2P1
2717	GLA
114826	SMYD4
441951	ZFAS1
10189	ALYREF
699	BUB1
439994	LINC00863
1647	GADD45A
85236	H2BC12
5175	PECAM1
57630	SH3RF1
7430	EZR
7037	TFRC
11079	RER1
2170	FABP3
5298	PI4KB
84656	GLYR1
83481	EPPK1
84872	ZC3H10
79019	CENPM
3460	IFNGR2
57514	ARHGAP31
80256	FAM214B
100287569	LINC00173
54968	TMEM70
81691	REXO5
219	ALDH1B1
196883	ADCY4
54876	DCAF16
100134229	KDM7A-DT
116986	AGAP2
23552	CDK20
342945	ZSCAN22
10219	KLRG1
9328	GTF3C5
112937	GLB1L3
1359	CPA3
29089	UBE2T
79613	TANGO6
30827	CXXC1
56731	SLC2A4RG
55015	PRPF39
375346	STIMATE
27034	ACAD8
56265	CPXM1
10474	TADA3
647979	NORAD
11069	RAPGEF4
9069	CLDN12
51157	ZNF580
9241	NOG
7468	NSD2
693201	MIR616
8509	NDST2
10541	ANP32B
10527	IPO7
51479	ANKFY1
23171	GPD1L
54148	MRPL39
100874042	HM13-AS1
121551	BTBD11
100505876	CEBPZOS
10713	USP39
284615	ANKRD34A
127703	C1orf216
5433	POLR2D
8635	RNASET2
10559	SLC35A1
92691	TMEM169
2921	CXCL3
221960	CCZ1B
11216	AKAP10
201161	CENPV
119504	ANAPC16
219699	UNC5B
4659	PPP1R12A
8669	EIF3J
28689	TRAV4
55609	ZNF280C
283663	LINC00926
80145	THOC7
64175	P3H1
79896	THNSL1
26018	LRIG1
3553	IL1B
51150	SDF4
196743	PAOX
80204	FBXO11
64180	DPEP3
10308	ZNF267
375316	RBM44
7512	XPNPEP2
26576	SRPK3
1723	DHODH
11217	NA
26806	SNORD44
92609	TIMM50
83935	NA
51138	COPS4
80724	ACAD10
5581	PRKCE
10058	ABCB6
4801	NFYB
23545	ATP6V0A2
3385	ICAM3
84138	SLC7A6OS
51236	HGH1
23780	APOL2
119032	BORCS7
22880	MORC2
197320	ZNF778
374393	FAM111B
56288	PARD3
10721	POLQ
63967	CLSPN
79018	GID4
100287896	LOC100287896
79805	VASH2
5864	RAB3A
51422	PRKAG2
221264	AK9
23225	NUP210
983	CDK1
644285	LOC644285
100505865	LINC00920
4173	MCM4
340719	NANOS1
4831	NME2
729288	ZNF286B
79411	GLB1L
6935	ZEB1
80194	TMEM134
55341	LSG1
4649	MYO9A
128989	TANGO2
51203	NUSAP1
2677	GGCX
54929	TMEM161A
6675	UAP1
11218	DDX20
1176	AP3S1
81544	GDPD5
23741	EID1
2124	EVI2B
55131	RBM28
55966	AJAP1
973	CD79A
54811	ZNF562
9894	TELO2
6510	SLC1A5
10454	TAB1
729440	CCDC61
6645	SNTB2
2273	FHL1
2072	ERCC4
80745	THUMPD2
56945	MRPS22
259230	SGMS1
25913	POT1
1998	ELF2
164118	TTC24
100506603	VASH1-AS1
30001	ERO1A
5833	PCYT2
149478	BTBD19
9962	SLC23A2
81539	SLC38A1
64840	PORCN
5921	RASA1
284992	CCDC150
5426	POLE
3660	IRF2
57474	ZNF490
26034	IPCEF1
56996	SLC12A9
7562	ZNF708
51100	SH3GLB1
58505	OSTC
84329	HVCN1
822	CAPG
3043	HBB
5573	PRKAR1A
284611	FAM102B
122786	FRMD6
79088	ZNF426
9875	URB1
10769	PLK2
80853	KDM7A
90407	TMEM41A
65117	RSRC2
54955	C1orf109
9419	CRIPT
140462	ASB9
55062	WIPI1
3561	IL2RG
55020	TTC38
7318	UBA7
65059	RAPH1
8573	CASK
3017	H2BC5
25804	LSM4
399909	PCNX3
23469	PHF3
754	PTTG1IP
2161	F12
8837	CFLAR
10614	HEXIM1
94161	SNORD46
20	ABCA2
64792	IFT22
1525	CXADR
50861	STMN3
163183	SYNE4
10140	TOB1
51729	WBP11
23593	HEBP2
55300	PI4K2B
200232	FAM209A
404093	CUEDC1
58533	SNX6
79469	DLEU2L
65003	MRPL11
9821	RB1CC1
203286	ANKS6
8761	PABPC4
6550	SLC9A3
10935	PRDX3
91272	BOD1
54962	TIPIN
9493	KIF23
51079	NDUFA13
619562	SNORA3A
10238	DCAF7
23142	DCUN1D4
115286	SLC25A26
126328	NDUFA11
83700	JAM3
8759	ADAM1A
6611	SMS
26060	APPL1
29880	ALG5
64376	IKZF5
28977	MRPL42
54977	SLC25A38
26289	AK5
51659	GINS2
133957	CCDC127
84959	UBASH3B
51072	MEMO1
158219	TTC39B
22920	KIFAP3
80222	TARS2
27348	TOR1B
26249	KLHL3
23190	UBXN4
100847075	MIR5685
813	CALU
6320	CLEC11A
3298	HSF2
7942	TFEB
57480	PLEKHG1
285368	PRRT3
57182	ANKRD50
10940	POP1
8904	CPNE1
100862671	TMEM265
201283	AMZ2P1
4157	MC1R
7014	TERF2
861	RUNX1
84316	NAA38
7317	UBA1
9298	SNORD31
805	CALM2
57332	CBX8
9771	RAPGEF5
151473	SLC16A14
253260	RICTOR
4007	PRICKLE3
64601	VPS16
6923	ELOB
100124516	SNORD58C
90	ACVR1
7748	ZNF195
92979	MARCHF9
9658	ZNF516
28955	DEXI
339448	C1orf174
84640	USP38
81831	NETO2
29903	CCDC106
6083	SNORD21
9929	JOSD1
8131	NPRL3
8916	HERC3
6738	RO60
388403	YPEL2
23385	NCSTN
5994	RFXAP
26515	TIMM10B
5881	RAC3
55832	CAND1
105378176	NA
23588	KLHDC2
654319	SNORA5A
11188	NISCH
431705	ASTL
84727	SPSB2
100506514	NA
10557	RPP38
55687	TRMU
81931	ZNF93
5283	PIGH
10916	MAGED2
79970	ZNF767P
9690	UBE3C
7466	WFS1
93185	IGSF8
10423	CDIPT
9988	DMTF1
4869	NPM1
51149	MRNIP
157313	CDCA2
10004	NAALADL1
3848	KRT1
9586	CREB5
57620	STIM2
3925	STMN1
22992	KDM2A
130026	ICA1L
26268	FBXO9
154141	MBOAT1
728715	LOC728715
101929895	NA
54441	STAG3L1
1514	CTSL
25929	GEMIN5
3895	KTN1
114770	PGLYRP2
23516	SLC39A14
145853	C15orf61
9993	DGCR2
6043	SNORA63
28751	TRAJ4
8567	MADD
3646	EIF3E
57140	RNPEPL1
6139	RPL17
10347	ABCA7
2992	GYG1
8888	MCM3AP
7337	UBE3A
51571	CYRIB
167153	TENT2
23648	SSBP3
9021	SOCS3
4550	RNR2
100188893	TOMM6
256302	NATD1
65991	FUNDC2
29104	N6AMT1
4298	MLLT1
51762	RAB8B
387723	C10orf143
100874058	COX10-DT
28674	TRAV12-1
85465	SELENOI
30846	EHD2
113730	KLHDC7B
10417	SPON2
401494	HACD4
11128	POLR3A
4335	MNT
6421	SFPQ
79169	C1orf35
339287	MSL1
89766	UMODL1
10663	CXCR6
285359	PDCL3P4
9435	CHST2
2969	GTF2I
3417	IDH1
51093	METTL25B
11183	MAP4K5
729633	MRS2P2
7692	ZNF133
79753	SNIP1
91947	ARRDC4
245973	ATP6V1C2
730094	MOSMO
28742	TRAJ13
146956	EME1
1407	CRY1
256051	ZNF549
85413	SLC22A16
10209	EIF1
142940	TRUB1
91316	GUSBP11
101927402	AFTPH-DT
57801	HES4
5205	ATP8B1
8123	PWAR5
79980	DSN1
55768	NGLY1
9266	CYTH2
5813	PURA
22800	RRAS2
10247	RIDA
5984	RFC4
80006	TRAPPC13
102723701	LOC102723701
6138	RPL15
196264	MPZL3
112616	CMTM7
165055	CCDC138
51626	DYNC2LI1
57053	CHRNA10
222642	TSPO2
26206	SPAG8
79979	TRMT2B
100129196	MATN1-AS1
2617	GARS1
11004	KIF2C
2840	GPR17
2771	GNAI2
79912	PYROXD1
55388	MCM10
9054	NFS1
100128881	VPS9D1-AS1
79884	MAP9
5763	PTMS
10556	RPP30
8975	USP13
51108	METTL9
26774	SNORD80
126231	ZNF573
122830	NAA30
349152	DPY19L2P2
284439	SLC25A42
29851	ICOS
3955	LFNG
4535	ND1
10228	STX6
7456	WIPF1
6977	TRGV4
317749	DHRS4L2
222962	SLC29A4
6670	SP3
10773	ZBTB6
6978	TRGV5
55281	TMEM140
84964	ALKBH6
11243	PMF1
84865	CCDC142
55520	ELAC1
22901	ARSG
1062	CENPE
220992	ZNF485
64801	ARV1
1186	CLCN7
7541	ZBTB14
7596	ZNF45
109	ADCY3
6302	TSPAN31
57136	APMAP
151649	PP2D1
10280	SIGMAR1
219927	MRPL21
9088	PKMYT1
23787	MTCH1
9133	CCNB2
50626	CYHR1
100287042	MIF4GD-DT
55657	ZNF692
144233	BCDIN3D
113655	MFSD3
100293704	NA
84312	BRMS1L
440519	ZNF724
6710	SPTB
445571	CBWD3
10577	NPC2
6840	SVIL
8405	SPOP
3687	ITGAX
7298	TYMS
342908	ZNF404
4846	NOS3
257044	CATSPERE
92714	ARRDC1
78988	MRPL57
56954	NIT2
51602	NOP58
283635	FAM177A1
57020	VPS35L
84164	ASCC2
85446	ZFHX2
11213	IRAK3
84255	SLC37A3
3337	DNAJB1
829	CAPZA1
171023	ASXL1
10538	BATF
1147	CHUK
58486	ZBED5
1871	E2F3
5989	RFX1
8877	SPHK1
729967	MORN2
27430	MAT2B
5423	POLB
22913	RALY
79640	C22orf46
81790	RNF170
51092	SIDT2
105378948	LOC105378948
1039	CDR2
476	ATP1A1
4848	CNOT2
196513	DCP1B
78995	HROB
10155	TRIM28
10296	MAEA
10803	CCR9
8330	H2AC15
11261	CHP1
4513	COX2
100268168	LOC100268168
283518	KCNRG
27020	NPTN
8493	PPM1D
1836	SLC26A2
97	ACYP1
693220	MIR635
4841	NONO
65018	PINK1
5054	SERPINE1
285464	NA
3187	HNRNPH1
701	BUB1B
389337	ARHGEF37
7402	UTRN
27076	LYPD3
138716	RPP25L
8638	OASL
55355	HJURP
5207	PFKFB1
51103	NDUFAF1
28747	TRAJ8
29058	TMEM230
9377	COX5A
170082	TCEANC
100129550	LINC02035
487	ATP2A1
284004	HEXD
2017	CTTN
90835	CFAP119
22874	PLEKHA6
22809	ATF5
390637	GDPGP1
54540	FAM193B
84946	LTV1
9976	CLEC2B
283876	LINC00921
5699	PSMB10
23080	AVL9
23309	SIN3B
114548	NLRP3
8557	TCAP
1783	DYNC1LI2
92283	ZNF461
91039	DPP9
105371932	LOC105371932
83450	DRC3
2686	GGT7
58490	RPRD1B
196483	EEF2KMT
23005	MAPKBP1
89790	SIGLEC10
80854	SETD7
23185	LARP4B
8723	SNX4
100506990	LOC100506990
57591	MRTFA
388507	ZNF788P
649	BMP1
90135	BTBD6
80705	TSGA10
9991	PTBP3
11118	BTN3A2
27	ABL2
9255	AIMP1
113246	C12orf57
25824	PRDX5
28750	TRAJ5
148413	MRPL20-AS1
254428	SLC41A1
8803	SUCLA2
25917	THUMPD3
441549	CDNF
389	RHOC
26270	FBXO6
50853	VILL
10291	SF3A1
51090	PLLP
55196	RESF1
641	BLM
160760	PPTC7
5558	PRIM2
10174	SORBS3
81030	ZBP1
84536	LINC01547
28968	SLC6A16
84852	ATP1A1-AS1
79005	SCNM1
163049	ZNF791
54491	OTULINL
120103	SLC36A4
152877	FAM53A
6688	SPI1
9238	TBRG4
29933	GPR132
79982	DNAJB14
56957	OTUD7B
41	ASIC1
54058	C21orf58
914	CD2
58509	CACTIN
54832	VPS13C
284346	ZNF575
64689	GORASP1
57007	ACKR3
94240	EPSTI1
115811	IQCD
28746	TRAJ9
5529	PPP2R5E
120892	LRRK2
4296	MAP3K11
101927204	FAM111A-DT
51094	ADIPOR1
79414	LRFN3
115	ADCY9
84527	ZNF559
692198	SNORD78
28749	TRAJ6
164	AP1G1
23048	FNBP1
11015	KDELR3
8313	AXIN2
116068	LYSMD3
8824	CES2
55716	LMBR1L
11117	EMILIN1
9967	THRAP3
57157	PHTF2
6619	SNAPC3
54800	KLHL24
94101	ORMDL1
51744	CD244
80023	NRSN2
8338	H2AC20
23038	WDTC1
84911	ZNF382
6119	RPA3
2745	GLRX
253039	CUTALP
5609	MAP2K7
84173	ELMOD3
283237	TTC9C
11342	RNF13
26769	SNORD81
55615	PRR5
4091	SMAD6
10618	TGOLN2
203522	INTS6L
26504	CNNM4
55026	TMEM255A
254013	ETFBKMT
10283	CWC27
2990	GUSB
283131	NEAT1
10640	EXOC5
83891	SNX25
221496	LEMD2
22903	BTBD3
144455	E2F7
53339	BTBD1
5339	PLEC
285195	SLC9A9
6546	SLC8A1
55331	ACER3
5106	PCK2
160365	CLECL1
56243	KIAA1217
102723510	LCMT1-AS1
101241892	NPTN-IT1
573	BAG1
26030	PLEKHG3
83666	PARP9
60496	AASDHPPT
57161	PELI2
9581	PREPL
27303	RBMS3
65008	MRPL1
100128731	OST4
6443	SGCB
10870	HCST
56905	C15orf39
57060	PCBP4
105371933	LOC105371933
10984	KCNQ1OT1
4171	MCM2
686	BTD
9692	PRORP
93109	TMEM44
646471	LOC646471
619499	SNORA27
26776	SNORA71B
8760	CDS2
51490	SPOUT1
401898	ZNF833P
692075	SNORD6
64092	SAMSN1
26123	TCTN3
5359	PLSCR1
100506898	MAGOH2P
101930085	HERPUD2-AS1
4701	NDUFA7
90141	EFCAB11
114899	C1QTNF3
8634	RTCA
28652	TRAV30
83541	FAM110A
6956	TRAV6
51557	LGSN
1633	DCK
10038	PARP2
832	CAPZB
255631	COL24A1
51409	HEMK1
29126	CD274
60509	AGBL5
6018	RLF
54867	TMEM214
83742	MARVELD1
999	CDH1
57104	PNPLA2
146198	ZFP90
10327	AKR1A1
58497	PRUNE1
57621	ZBTB2
5884	RAD17
10175	CNIH1
11339	OIP5
3837	KPNB1
84817	TXNDC17
10838	ZNF275
729683	LOC729683
965	CD58
56267	KYAT3
7088	TLE1
27250	PDCD4
131566	DCBLD2
8894	EIF2S2
84908	FAM136A
27347	STK39
133022	TRAM1L1
1017	CDK2
54549	SDK2
387597	ILDR2
79577	CDC73
105371414	LOC105371414
102724596	ZNF652-AS1
10682	EBP
26524	LATS2
56164	STK31
101927027	CHROMR
441024	MTHFD2L
9319	TRIP13
5452	POU2F2
60436	TGIF2
10463	SLC30A9
83463	MXD3
51312	SLC25A37
9733	SART3
90485	ZNF835
29765	TMOD4
2876	GPX1
93377	OPALIN
4066	LYL1
642987	TMEM232
162655	ZNF519
26789	SNORD59A
10131	TRAP1
100505616	SNHG21
5604	MAP2K1
100506144	TMEM35B
144132	DNHD1
203062	TSNARE1
2784	GNB3
64210	MMS19
6170	RPL39
7008	TEF
9295	SRSF11
285761	DCBLD1
2971	GTF3A
9785	DHX38
825	CAPN3
8527	DGKD
8526	DGKE
54438	GFOD1
332	BIRC5
9906	SLC35E2A
151242	PPP1R1C
51058	ZNF691
4753	NELL2
6774	STAT3
9618	TRAF4
2195	FAT1
79612	NAA16
27085	MTBP
1849	DUSP7
80331	DNAJC5
349114	LINC00265
26234	FBXL5
653659	TMEM183BP
126661	CCDC163
8851	CDK5R1
6497	SKI
150590	C2orf15
57062	DDX24
64773	PCED1A
283897	C16orf54
83716	CRISPLD2
115353	LRRC42
92335	STRADA
129531	MITD1
3425	IDUA
990	CDC6
221756	SERPINB9P1
5567	PRKACB
653784	MZT2A
1622	DBI
163590	TOR1AIP2
5931	RBBP7
1846	DUSP4
56254	RNF20
10361	NPM2
64431	ACTR6
255762	PDZD9
388011	LINC01550
9670	IPO13
28693	TRAV1-1
65080	MRPL44
574407	OBSCN-AS1
4798	NFRKB
7332	UBE2L3
79175	ZNF343
255520	ELMOD2
126326	GIPC3
79872	CBLL1
3097	HIVEP2
84343	HPS3
222255	ATXN7L1
54665	RSBN1
83641	FAM107B
5706	PSMC6
100170229	SRRM5
28981	IFT81
2306	FOXD2
8831	SYNGAP1
7351	UCP2
921	CD5
1347	COX7A2
5933	RBL1
84759	PCGF1
55007	FAM118A
1265	CNN2
2053	EPHX2
7555	CNBP
90417	KNSTRN
101927482	HECW2-AS1
113179	ADAT3
9188	DDX21
55114	ARHGAP17
6166	RPL36AL
23054	NCOA6
1791	DNTT
283742	FAM98B
646762	LOC646762
29117	BRD7
2639	GCDH
200916	RPL22L1
51202	DDX47
54985	HCFC1R1
4537	ND3
10848	PPP1R13L
4953	ODC1
1829	DSG2
23245	ASTN2
55855	DENND10P1
83756	TAS1R3
349136	WDR86
6976	TRGV3
1060	CENPC
79644	SRD5A3
9775	EIF4A3
7982	ST7
388849	CCDC188
54509	RHOF
51776	MAP3K20
399715	LINC02649
647310	TEX22
170959	ZNF431
51441	YTHDF2
90120	TMEM250
26146	TRAF3IP1
220416	LRRC63
91452	ACBD5
51163	DBR1
51177	PLEKHO1
55192	DNAJC17
5162	PDHB
5827	PXMP2
57669	EPB41L5
148823	GCSAML
64077	LHPP
7381	UQCRB
163059	ZNF433
51099	ABHD5
4773	NFATC2
576	ADGRB2
689	BTF3
51426	POLK
8621	CDK13
79831	KDM8
3551	IKBKB
51368	TEX264
4300	MLLT3
653653	LOC653653
206412	C6orf163
83988	NCALD
28998	MRPL13
9450	LY86
8317	CDC7
51174	TUBD1
5888	RAD51
53	ACP2
55147	RBM23
7384	UQCRC1
79363	CPLANE2
338707	B4GALNT4
29127	RACGAP1
9667	SAFB2
26224	FBXL3
100130097	KIF28P
29922	NME7
7277	TUBA4A
79834	PEAK1
112	ADCY6
9130	FAM50A
3437	IFIT3
27346	TMEM97
23051	ZHX3
55086	RADX
29941	PKN3
9770	RASSF2
80097	MZT2B
752	FMNL1
64131	XYLT1
54826	GIN1
51503	CWC15
23629	BRD7P3
9812	DELE1
6916	TBXAS1
7122	CLDN5
221302	ZUP1
10856	RUVBL2
51098	IFT52
202051	SPATA24
6094	ROM1
79722	ANKRD55
57019	CIAPIN1
9249	DHRS3
746	TMEM258
84450	ZNF512
9675	TTI1
23352	UBR4
2196	FAT2
9928	KIF14
925	CD8A
80127	BBOF1
51307	FAM53C
91373	UAP1L1
126075	CCDC159
3622	ING2
5757	PTMA
8233	ZRSR2
51652	CHMP3
55627	SMPD4
5562	PRKAA1
79882	ZC3H14
285148	IAH1
25814	ATXN10
9324	HMGN3
150468	CKAP2L
121260	SLC15A4
3300	DNAJB2
150465	TTL
101927045	LOC101927045
4857	NOVA1
123722	FSD2
814	CAMK4
7169	TPM2
92249	LINC01278
23011	RAB21
6189	RPS3A
23272	TASOR
57125	PLXDC1
27132	CPNE7
64960	MRPS15
7464	CORO2A
324	APC
79173	BRME1
84340	GFM2
22883	CLSTN1
150372	NFAM1
54487	DGCR8
22985	ACIN1
8674	VAMP4
11104	KATNA1
54492	NEURL1B
9047	SH2D2A
100379571	BACE1-AS
9149	DYRK1B
51389	RWDD1
7589	ZSCAN21
11021	RAB35
728613	PDCD6P1
23317	DNAJC13
498	ATP5F1A
387263	C6orf120
6810	STX4
1355	COX15
399671	HEATR4
80772	CPTP
2214	FCGR3A
4437	MSH3
26112	CCDC69
153129	SLC38A9
23406	COTL1
6621	SNAPC4
23567	ZNF346
10526	IPO8
285753	CEP57L1
2956	MSH6
2029	ENSA
5608	MAP2K6
56993	TOMM22
55017	C14orf119
147949	ZNF583
6431	SRSF6
84181	CHD6
9703	KIAA0100
55770	EXOC2
284086	NEK8
4907	NT5E
148266	ZNF569
54964	C1orf56
100630918	PARTICL
83744	ZNF484
730101	LOC730101
29074	MRPL18
401612	SLC25A53
64343	AZI2
130617	ZFAND2B
4216	MAP3K4
6617	SNAPC1
9477	MED20
221416	C6orf223
23498	HAAO
91975	ZNF300
1936	EEF1D
79035	NABP2
7979	SEM1
9788	MTSS1
23195	MDN1
54529	ASNSD1
317762	CCDC85C
28957	MRPS28
7321	UBE2D1
8924	HERC2
50512	PODXL2
8515	ITGA10
8631	SKAP1
9885	OSBPL2
128308	MRPL55
79733	E2F8
30844	EHD4
51377	UCHL5
54948	MRPL16
5372	PMM1
51096	UTP18
3998	LMAN1
284129	SLC26A11
1910	EDNRB
10491	CRTAP
4712	NDUFB6
8648	NCOA1
4976	OPA1
57553	MICAL3
4221	MEN1
54956	PARP16
3039	HBA1
22862	FNDC3A
26523	AGO1
10120	ACTR1B
5612	THAP12
3394	IRF8
10600	USP16
1906	EDN1
64220	STRA6
10133	OPTN
2207	FCER1G
7436	VLDLR
56652	TWNK
51643	TMBIM4
80219	COQ10B
127933	UHMK1
166968	MIER3
10024	TROAP
23065	EMC1
22908	SACM1L
51063	CALHM2
407026	MIR29C
10479	SLC9A6
51259	TMEM216
64091	POPDC2
57551	TAOK1
386627	SAP30L-AS1
79658	ARHGAP10
221037	JMJD1C
101928068	LOC101928068
80213	TM2D3
100507321	ERVK13-1
3184	HNRNPD
359948	IRF2BP2
4521	NUDT1
6502	SKP2
340371	NRBP2
199990	FAAP20
441394	SUGT1P1
989	SEPTIN7
93611	FBXO44
57148	RALGAPB
84230	LRRC8C
84307	ZNF397
22807	IKZF2
4052	LTBP1
55120	FANCL
5977	DPF2
5351	PLOD1
1717	DHCR7
85026	ARRDC1-AS1
51372	TMA7
26780	SNORA68
7593	MZF1
29095	ORMDL2
147040	KCTD11
101060391	SNTG2-AS1
10042	HMGXB4
6843	VAMP1
115123	MARCHF3
284454	MIR23AHG
91120	ZNF682
283373	ANKRD52
23400	ATP13A2
864	RUNX3
11276	SYNRG
9022	CLIC3
79873	NUDT18
148223	C19orf25
7175	TPR
2648	KAT2A
283232	TMEM80
7372	UMPS
286257	PAXX
375248	ANKRD36
7766	ZNF223
7701	ZNF142
5551	PRF1
81894	SLC25A28
59348	ZNF350
54808	DYM
10384	BTN3A3
90324	CCDC97
80263	TRIM45
84513	PLPP5
6218	RPS17
257396	MOCS2-DT
55588	MED29
401588	ZNF674-AS1
282679	AQP11
23144	ZC3H3
55596	ZCCHC8
7756	ZNF207
23033	DOP1A
64841	GNPNAT1
84645	C22orf23
55165	CEP55
55219	MACO1
80196	RNF34
79017	GGCT
100137049	PLA2G4B
92344	GORAB
55181	SMG8
474170	LRRC37A2
1340	COX6B1
5634	PRPS2
51147	ING4
51135	IRAK4
1955	MEGF9
116936	SNORD139
7812	CSDE1
26135	SERBP1
55074	OXR1
221477	C6orf89
8828	NRP2
4124	MAN2A1
79137	RETREG2
28962	OSTM1
254170	FBXO33
26469	PTPN18
79752	ZFAND1
10768	AHCYL1
9695	EDEM1
6844	VAMP2
7097	TLR2
102288414	C11orf98
55149	MTPAP
8546	AP3B1
100128782	LINC00476
78999	LRFN4
56986	DTWD1
51241	COX16
378706	RN7SL2
3570	IL6R
83746	L3MBTL2
286205	SCAI
1847	DUSP5
1594	CYP27B1
63922	CHTF18
26058	GIGYF2
79777	ACBD4
84919	PPP1R15B
8970	H2BC11
90075	ZNF30
117166	WFIKKN1
100131205	RPL21P28
311	ANXA11
80774	LIMD2
9302	SNORD26
56181	MTFR1L
5165	PDK3
5887	RAD23B
3065	HDAC1
28664	TRAV19
27300	ZNF544
114907	FBXO32
162394	SLFN5
56946	EMSY
64216	TFB2M
124783	SPATA32
7753	ZNF202
84295	PHF6
653820	FAM72B
1291	COL6A1
10558	SPTLC1
4926	NUMA1
119391	GSTO2
28737	TRAJ18
8522	GAS7
167555	FAM151B
58528	RRAGD
80178	TEDC2
55812	SPATA7
133308	SLC9B2
9570	GOSR2
100505549	LOC100505549
4069	LYZ
162	AP1B1
7016	TESK1
974	CD79B
10671	DCTN6
283629	TSSK4
6830	SUPT6H
102723743	NA
51024	FIS1
3040	HBA2
55973	BCAP29
2788	GNG7
29092	LINC00339
283455	KSR2
5373	PMM2
55095	SAMD4B
343521	DYNLT4
80856	LNPK
4724	NDUFS4
4549	RNR1
115950	ZNF653
8813	DPM1
80270	HSD3B7
101669766	ZNF350-AS1
113510	HELQ
4952	OCRL
7786	MAP3K12
27010	TPK1
55171	TBCCD1
7320	UBE2B
29893	PSMC3IP
381	ARF5
1660	DHX9
3488	IGFBP5
4152	MBD1
2274	FHL2
317648	NOP14-AS1
1234	CCR5
54726	OTUD4
11180	WDR6
57492	ARID1B
55568	GALNT10
9379	NRXN2
90693	CCDC126
3897	L1CAM
7084	TK2
101929074	PIK3CD-AS2
483	ATP1B3
56848	SPHK2
158358	KIAA2026
7248	TSC1
583	BBS2
1535	CYBA
25953	PNKD
115362	GBP5
55247	NEIL3
10936	GPR75
2548	GAA
10412	NSA2
22834	ZNF652
4790	NFKB1
55454	CSGALNACT2
3945	LDHB
29954	POMT2
55422	ZNF331
11222	MRPL3
11179	ZNF277
51136	RNFT1
9727	RAB11FIP3
26855	RNU2-2P
59084	ENPP5
10863	ADAM28
2804	GOLGB1
753	LDLRAD4
57234	LINC00869
154743	BMT2
100507303	SNHG19
392	ARHGAP1
79959	CEP76
4363	ABCC1
64407	RGS18
4924	NUCB1
54940	OCIAD1
1509	CTSD
78996	CYREN
9862	MED24
11332	ACOT7
4957	ODF2
5311	PKD2
151827	LRRC34
84896	ATAD1
100130197	EFCAB14-AS1
56931	DUS3L
285456	RPL34-DT
337873	H2BC20P
100506321	LOC100506321
80008	TMEM156
92400	RBM18
10677	AVIL
100996573	NA
55363	HEMGN
90231	KIAA2013
1181	CLCN2
64081	PBLD
151246	SGO2
64834	ELOVL1
7133	TNFRSF1B
2108	ETFA
64417	TMEM267
64839	FBXL17
282997	PDCD4-AS1
7712	ZNF157
5917	RARS1
386724	AMIGO3
162239	ZFP1
2079	ERH
29882	ANAPC2
2872	MKNK2
57205	ATP10D
5641	LGMN
6902	TBCA
199953	TMEM201
60558	GUF1
5577	PRKAR2B
5338	PLD2
23150	FRMD4B
196792	FAM24B
440944	THUMPD3-AS1
10452	TOMM40
92340	PRR29
9880	ZBTB39
22974	TPX2
101929760	PIK3IP1-DT
342184	FMN1
23348	DOCK9
9043	SPAG9
25776	CBY1
23071	ERP44
132789	GNPDA2
9696	CROCC
8243	SMC1A
6911	TBX6
10505	SEMA4F
8872	CDC123
3676	ITGA4
8036	SHOC2
23099	ZBTB43
2335	FN1
3712	IVD
4674	NAP1L2
11167	FSTL1
6249	CLIP1
51465	UBE2J1
399473	SPRED3
2354	FOSB
3004	GZMM
54149	C21orf91
56924	PAK6
7625	ZNF74
84749	USP30
54461	FBXW5
6785	ELOVL4
64837	KLC2
23632	CA14
79447	PAGR1
6873	TAF2
29062	WDR91
4116	MAGOH
65258	MPPE1
4118	MAL
521	ATP5ME
1175	AP2S1
171389	NLRP6
1947	EFNB1
54704	PDP1
162989	DEDD2
79960	JADE1
54821	ERCC6L
6129	RPL7
79807	GSTCD
5152	PDE9A
54	ACP5
3615	IMPDH2
23589	CARHSP1
388327	C17orf100
3069	HDLBP
57496	MRTFB
54662	TBC1D13
388115	CCDC9B
3706	ITPKA
339804	C2orf74
400581	GRAPL
9300	SNORD28
284900	TTC28-AS1
57002	YAE1
408186	LOC408186
25946	ZNF385A
1798	DPAGT1
23236	PLCB1
4897	NRCAM
7881	KCNAB1
9246	UBE2L6
